gs://my-cifar10-dataset-1012/span-1/airplane/2512.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1295.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3668.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3187.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2694.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0343.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2026.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0819.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2760.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2850.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0578.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2956.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0493.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4345.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0245.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2427.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3941.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1899.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4533.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4634.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1641.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3071.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1417.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1911.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4889.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0116.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3110.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1629.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1890.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0386.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2293.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3854.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2171.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0818.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4660.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2176.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4883.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3369.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0110.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4490.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4153.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0274.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4939.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4199.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1871.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4236.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3923.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0982.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2408.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2253.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3306.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1695.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1840.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4184.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3664.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4518.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1666.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2994.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2236.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3553.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2672.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0850.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2881.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0840.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2447.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3900.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1387.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4019.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0476.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4028.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3137.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1743.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/0754.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3286.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1267.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3371.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2609.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/3063.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/2802.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1574.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1571.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/4671.jpg,airplane
gs://my-cifar10-dataset-1012/span-1/airplane/1704.jpg,airplane
